sezon,data,godz,cena_pln_mwh
Wiosna,2025-04-04,8,561.1
Wiosna,2025-04-04,9,369.41
Wiosna,2025-04-04,10,191.37
Wiosna,2025-04-04,11,13.4
Wiosna,2025-04-04,12,-24.58
Wiosna,2025-04-04,13,-44.39
Wiosna,2025-04-04,14,-32.88
Wiosna,2025-04-04,15,-1.38
Wiosna,2025-04-04,16,296.24
Wiosna,2025-04-04,17,471.4
Wiosna,2025-04-04,18,568.61
Wiosna,2025-04-04,19,739.23
Wiosna,2025-04-04,20,701.91
Wiosna,2025-04-04,21,512.54
Wiosna,2025-04-04,22,453.54
Wiosna,2025-04-04,23,411.31
Wiosna,2025-04-05,0,441.64
Wiosna,2025-04-05,1,415.75
Wiosna,2025-04-05,2,407.7
Wiosna,2025-04-05,3,403.45
Wiosna,2025-04-05,4,401.55
Wiosna,2025-04-05,5,385.62
Wiosna,2025-04-05,6,400.82
Wiosna,2025-04-05,7,421.13
Wiosna,2025-04-05,8,347.78
Wiosna,2025-04-05,9,152.88
Wiosna,2025-04-05,10,-0.13
Wiosna,2025-04-05,11,-65.71
Wiosna,2025-04-05,12,-157.33
Wiosna,2025-04-05,13,-233.72
Wiosna,2025-04-05,14,-234.67
Wiosna,2025-04-05,15,-112.81
Wiosna,2025-04-05,16,-18.97
Wiosna,2025-04-05,17,21.47
Wiosna,2025-04-05,18,227.27
Wiosna,2025-04-05,19,384.75
Wiosna,2025-04-05,20,387.7
Wiosna,2025-04-05,21,315.15
Wiosna,2025-04-05,22,261.85
Wiosna,2025-04-05,23,215.18
Wiosna,2025-04-06,0,222.18
Wiosna,2025-04-06,1,189.74
Wiosna,2025-04-06,2,210.7
Wiosna,2025-04-06,3,221.09
Wiosna,2025-04-06,4,225.35
Wiosna,2025-04-06,5,247.55
Wiosna,2025-04-06,6,271.66
Wiosna,2025-04-06,7,273.81
Wiosna,2025-04-06,8,77.25
Wiosna,2025-04-06,9,-22.13
Wiosna,2025-04-06,10,-64.78
Wiosna,2025-04-06,11,-139.22
Wiosna,2025-04-06,12,-217.04
Wiosna,2025-04-06,13,-288.09
Wiosna,2025-04-06,14,-274.35
Wiosna,2025-04-06,15,-147.15
Wiosna,2025-04-06,16,-41.55
Wiosna,2025-04-06,17,123.79
Wiosna,2025-04-06,18,475.67
Wiosna,2025-04-06,19,672.37
Wiosna,2025-04-06,20,627.76
Wiosna,2025-04-06,21,566.19
Wiosna,2025-04-06,22,522.67
Wiosna,2025-04-06,23,468.09
Wiosna,2025-04-07,0,398.79
Wiosna,2025-04-07,1,391.1
Wiosna,2025-04-07,2,385.7
Wiosna,2025-04-07,3,385.92
Wiosna,2025-04-07,4,414.35
Wiosna,2025-04-07,5,462.52
Wiosna,2025-04-07,6,656.84
Wiosna,2025-04-07,7,843.27
Wiosna,2025-04-07,8,636.38
Wiosna,2025-04-07,9,456.36
Wiosna,2025-04-07,10,341.45
Wiosna,2025-04-07,11,296.24
Wiosna,2025-04-07,12,295.62
Wiosna,2025-04-07,13,308.2
Wiosna,2025-04-07,14,325.26
Wiosna,2025-04-07,15,318.8
Wiosna,2025-04-07,16,368.36
Wiosna,2025-04-07,17,442.0
Wiosna,2025-04-07,18,615.89
Wiosna,2025-04-07,19,801.38
Wiosna,2025-04-07,20,786.31
Wiosna,2025-04-07,21,594.28
Wiosna,2025-04-07,22,537.69
Wiosna,2025-04-07,23,476.64
Wiosna,2025-04-08,0,452.31
Wiosna,2025-04-08,1,412.4
Wiosna,2025-04-08,2,410.56
Wiosna,2025-04-08,3,413.77
Wiosna,2025-04-08,4,420.8
Wiosna,2025-04-08,5,472.74
Wiosna,2025-04-08,6,630.83
Wiosna,2025-04-08,7,783.66
Wiosna,2025-04-08,8,602.15
Wiosna,2025-04-08,9,402.26
Wiosna,2025-04-08,10,289.3
Wiosna,2025-04-08,11,120.88
Wiosna,2025-04-08,12,2.35
Wiosna,2025-04-08,13,-15.1
Wiosna,2025-04-08,14,9.33
Wiosna,2025-04-08,15,153.54
Wiosna,2025-04-08,16,306.46
Wiosna,2025-04-08,17,437.24
Wiosna,2025-04-08,18,582.51
Wiosna,2025-04-08,19,899.79
Wiosna,2025-04-08,20,947.68
Wiosna,2025-04-08,21,639.52
Wiosna,2025-04-08,22,544.62
Wiosna,2025-04-08,23,476.64
Wiosna,2025-04-09,0,458.07
Wiosna,2025-04-09,1,425.8
Wiosna,2025-04-09,2,417.83
Wiosna,2025-04-09,3,415.87
Wiosna,2025-04-09,4,422.52
Wiosna,2025-04-09,5,479.76
Wiosna,2025-04-09,6,643.68
Wiosna,2025-04-09,7,756.52
Wiosna,2025-04-09,8,586.15
Wiosna,2025-04-09,9,417.27
Wiosna,2025-04-09,10,330.49
Wiosna,2025-04-09,11,198.2
Wiosna,2025-04-09,12,64.14
Wiosna,2025-04-09,13,64.27
Wiosna,2025-04-09,14,159.96
Wiosna,2025-04-09,15,284.51
Wiosna,2025-04-09,16,352.13
Wiosna,2025-04-09,17,406.42
Wiosna,2025-04-09,18,492.86
Wiosna,2025-04-09,19,592.35
Wiosna,2025-04-09,20,626.8
Wiosna,2025-04-09,21,485.72
Wiosna,2025-04-09,22,438.38
Wiosna,2025-04-09,23,399.7
Wiosna,2025-04-10,0,396.99
Wiosna,2025-04-10,1,382.39
Wiosna,2025-04-10,2,378.34
Wiosna,2025-04-10,3,381.71
Wiosna,2025-04-10,4,393.93
Wiosna,2025-04-10,5,442.49
Wiosna,2025-04-10,6,598.07
Wiosna,2025-04-10,7,712.83
Wiosna,2025-04-10,8,566.76
Wiosna,2025-04-10,9,429.98
Wiosna,2025-04-10,10,318.5
Wiosna,2025-04-10,11,212.92
Wiosna,2025-04-10,12,59.55
Wiosna,2025-04-10,13,3.38
Wiosna,2025-04-10,14,6.91
Wiosna,2025-04-10,15,54.08
Wiosna,2025-04-10,16,213.98
Wiosna,2025-04-10,17,361.91
Wiosna,2025-04-10,18,490.61
Wiosna,2025-04-10,19,751.06
Wiosna,2025-04-10,20,843.24
Wiosna,2025-04-10,21,577.55
Wiosna,2025-04-10,22,430.47
Wiosna,2025-04-10,23,373.17
Wiosna,2025-04-11,0,294.27
Wiosna,2025-04-11,1,258.48
Wiosna,2025-04-11,2,223.82
Wiosna,2025-04-11,3,214.12
Wiosna,2025-04-11,4,236.05
Wiosna,2025-04-11,5,296.72
Wiosna,2025-04-11,6,409.09
Wiosna,2025-04-11,7,452.41
Wiosna,2025-04-11,8,412.26
Wiosna,2025-04-11,9,392.04
Wiosna,2025-04-11,10,358.17
Wiosna,2025-04-11,11,332.62
Wiosna,2025-04-11,12,362.69
Wiosna,2025-04-11,13,386.67
Wiosna,2025-04-11,14,406.71
Wiosna,2025-04-11,15,425.82
Wiosna,2025-04-11,16,442.44
Wiosna,2025-04-11,17,548.46
Wiosna,2025-04-11,18,517.66
Wiosna,2025-04-11,19,690.56
Wiosna,2025-04-11,20,751.74
Wiosna,2025-04-11,21,604.68
Wiosna,2025-04-11,22,511.96
Wiosna,2025-04-11,23,442.69
Wiosna,2025-04-12,0,488.15
Wiosna,2025-04-12,1,449.82
Wiosna,2025-04-12,2,433.31
Wiosna,2025-04-12,3,428.74
Wiosna,2025-04-12,4,433.35
Wiosna,2025-04-12,5,433.19
Wiosna,2025-04-12,6,465.31
Wiosna,2025-04-12,7,495.6
Wiosna,2025-04-12,8,426.91
Wiosna,2025-04-12,9,361.65
Wiosna,2025-04-12,10,281.89
Wiosna,2025-04-12,11,84.16
Wiosna,2025-04-12,12,-4.04
Wiosna,2025-04-12,13,-43.45
Wiosna,2025-04-12,14,-34.76
Wiosna,2025-04-12,15,78.24
Wiosna,2025-04-12,16,304.35
Wiosna,2025-04-12,17,543.8
Wiosna,2025-04-12,18,557.59
Wiosna,2025-04-12,19,775.42
Wiosna,2025-04-12,20,946.3
Wiosna,2025-04-12,21,609.74
Wiosna,2025-04-12,22,465.08
Wiosna,2025-04-12,23,420.44
Wiosna,2025-04-13,0,385.13
Wiosna,2025-04-13,1,341.34
Wiosna,2025-04-13,2,318.96
Wiosna,2025-04-13,3,315.57
Wiosna,2025-04-13,4,317.52
Wiosna,2025-04-13,5,324.04
Wiosna,2025-04-13,6,265.21
Wiosna,2025-04-13,7,241.02
Wiosna,2025-04-13,8,67.7
Wiosna,2025-04-13,9,17.52
Wiosna,2025-04-13,10,-29.22
Wiosna,2025-04-13,11,-243.45
Wiosna,2025-04-13,12,-246.6
Wiosna,2025-04-13,13,-281.56
Wiosna,2025-04-13,14,-300.78
Wiosna,2025-04-13,15,-157.99
Wiosna,2025-04-13,16,-22.91
Wiosna,2025-04-13,17,219.08
Wiosna,2025-04-13,18,465.25
Wiosna,2025-04-13,19,584.69
Wiosna,2025-04-13,20,559.91
Wiosna,2025-04-13,21,512.15
Wiosna,2025-04-13,22,447.83
Wiosna,2025-04-13,23,406.94
Wiosna,2025-04-14,0,371.45
Wiosna,2025-04-14,1,354.08
Wiosna,2025-04-14,2,353.43
Wiosna,2025-04-14,3,371.8
Wiosna,2025-04-14,4,385.84
Wiosna,2025-04-14,5,423.48
Wiosna,2025-04-14,6,570.5
Wiosna,2025-04-14,7,732.79
Wiosna,2025-04-14,8,635.68
Wiosna,2025-04-14,9,445.37
Wiosna,2025-04-14,10,361.79
Wiosna,2025-04-14,11,277.87
Wiosna,2025-04-14,12,222.92
Wiosna,2025-04-14,13,222.68
Wiosna,2025-04-14,14,272.84
Wiosna,2025-04-14,15,345.59
Wiosna,2025-04-14,16,430.72
Wiosna,2025-04-14,17,510.06
Wiosna,2025-04-14,18,653.56
Wiosna,2025-04-14,19,1092.05
Wiosna,2025-04-14,20,1069.79
Wiosna,2025-04-14,21,583.1
Wiosna,2025-04-14,22,454.53
Wiosna,2025-04-14,23,386.99
Wiosna,2025-04-15,0,385.65
Wiosna,2025-04-15,1,383.2
Wiosna,2025-04-15,2,388.79
Wiosna,2025-04-15,3,390.04
Wiosna,2025-04-15,4,392.87
Wiosna,2025-04-15,5,389.37
Wiosna,2025-04-15,6,496.5
Wiosna,2025-04-15,7,528.27
Wiosna,2025-04-15,8,438.99
Wiosna,2025-04-15,9,394.26
Wiosna,2025-04-15,10,243.13
Wiosna,2025-04-15,11,123.58
Wiosna,2025-04-15,12,13.46
Wiosna,2025-04-15,13,15.18
Wiosna,2025-04-15,14,63.47
Wiosna,2025-04-15,15,219.15
Wiosna,2025-04-15,16,325.42
Wiosna,2025-04-15,17,392.28
Wiosna,2025-04-15,18,470.03
Wiosna,2025-04-15,19,562.0
Wiosna,2025-04-15,20,572.84
Wiosna,2025-04-15,21,473.31
Wiosna,2025-04-15,22,431.63
Wiosna,2025-04-15,23,389.58
Wiosna,2025-04-16,0,375.47
Wiosna,2025-04-16,1,357.71
Wiosna,2025-04-16,2,349.21
Wiosna,2025-04-16,3,352.47
Wiosna,2025-04-16,4,395.73
Wiosna,2025-04-16,5,424.15
Wiosna,2025-04-16,6,574.3
Wiosna,2025-04-16,7,617.63
Wiosna,2025-04-16,8,568.49
Wiosna,2025-04-16,9,403.05
Wiosna,2025-04-16,10,260.39
Wiosna,2025-04-16,11,176.03
Wiosna,2025-04-16,12,65.76
Wiosna,2025-04-16,13,38.43
Wiosna,2025-04-16,14,69.43
Wiosna,2025-04-16,15,211.04
Wiosna,2025-04-16,16,365.83
Wiosna,2025-04-16,17,551.04
Wiosna,2025-04-16,18,588.77
Wiosna,2025-04-16,19,918.89
Wiosna,2025-04-16,20,926.54
Wiosna,2025-04-16,21,566.06
Wiosna,2025-04-16,22,487.08
Wiosna,2025-04-16,23,425.88
Wiosna,2025-04-17,0,418.21
Wiosna,2025-04-17,1,408.82
Wiosna,2025-04-17,2,398.32
Wiosna,2025-04-17,3,398.47
Wiosna,2025-04-17,4,409.82
Wiosna,2025-04-17,5,414.0
Wiosna,2025-04-17,6,582.38
Wiosna,2025-04-17,7,586.63
Wiosna,2025-04-17,8,526.65
Wiosna,2025-04-17,9,414.49
Wiosna,2025-04-17,10,262.08
Wiosna,2025-04-17,11,92.15
Wiosna,2025-04-17,12,-22.99
Wiosna,2025-04-17,13,-36.45
Wiosna,2025-04-17,14,21.23
Wiosna,2025-04-17,15,245.69
Wiosna,2025-04-17,16,343.63
Wiosna,2025-04-17,17,438.35
Wiosna,2025-04-17,18,504.59
Wiosna,2025-04-17,19,603.61
Wiosna,2025-04-17,20,593.83
Wiosna,2025-04-17,21,490.64
Wiosna,2025-04-17,22,446.66
Wiosna,2025-04-17,23,407.67
Wiosna,2025-04-18,0,358.15
Wiosna,2025-04-18,1,330.29
Wiosna,2025-04-18,2,322.59
Wiosna,2025-04-18,3,323.87
Wiosna,2025-04-18,4,366.79
Wiosna,2025-04-18,5,411.59
Wiosna,2025-04-18,6,439.45
Wiosna,2025-04-18,7,452.48
Wiosna,2025-04-18,8,417.54
Wiosna,2025-04-18,9,369.18
Wiosna,2025-04-18,10,303.53
Wiosna,2025-04-18,11,266.8
Wiosna,2025-04-18,12,212.08
Wiosna,2025-04-18,13,188.75
Wiosna,2025-04-18,14,266.36
Wiosna,2025-04-18,15,353.92
Wiosna,2025-04-18,16,446.55
Wiosna,2025-04-18,17,448.71
Wiosna,2025-04-18,18,514.51
Wiosna,2025-04-18,19,615.02
Wiosna,2025-04-18,20,667.87
Wiosna,2025-04-18,21,531.94
Wiosna,2025-04-18,22,486.57
Wiosna,2025-04-18,23,439.63
Wiosna,2025-04-19,0,499.03
Wiosna,2025-04-19,1,450.63
Wiosna,2025-04-19,2,437.45
Wiosna,2025-04-19,3,434.31
Wiosna,2025-04-19,4,438.18
Wiosna,2025-04-19,5,447.54
Wiosna,2025-04-19,6,460.34
Wiosna,2025-04-19,7,545.08
Wiosna,2025-04-19,8,580.66
Wiosna,2025-04-19,9,450.45
Wiosna,2025-04-19,10,336.42
Wiosna,2025-04-19,11,147.24
Wiosna,2025-04-19,12,34.32
Wiosna,2025-04-19,13,1.99
Wiosna,2025-04-19,14,40.43
Wiosna,2025-04-19,15,186.98
Wiosna,2025-04-19,16,365.73
Wiosna,2025-04-19,17,514.93
Wiosna,2025-04-19,18,575.17
Wiosna,2025-04-19,19,575.32
Wiosna,2025-04-19,20,639.77
Wiosna,2025-04-19,21,549.26
Wiosna,2025-04-19,22,492.32
Wiosna,2025-04-19,23,459.4
Wiosna,2025-04-20,0,433.91
Wiosna,2025-04-20,1,468.85
Wiosna,2025-04-20,2,434.25
Wiosna,2025-04-20,3,430.75
Wiosna,2025-04-20,4,431.7
Wiosna,2025-04-20,5,446.52
Wiosna,2025-04-20,6,440.7
Wiosna,2025-04-20,7,375.19
Wiosna,2025-04-20,8,234.04
Wiosna,2025-04-20,9,36.04
Wiosna,2025-04-20,10,-2.84
Wiosna,2025-04-20,11,-136.15
Wiosna,2025-04-20,12,-300.81
Wiosna,2025-04-20,13,-341.7
Wiosna,2025-04-20,14,-237.3
Wiosna,2025-04-20,15,-71.1
Wiosna,2025-04-20,16,0.0
Wiosna,2025-04-20,17,289.51
Wiosna,2025-04-20,18,513.05
Wiosna,2025-04-20,19,659.23
Wiosna,2025-04-20,20,617.46
Wiosna,2025-04-20,21,559.98
Wiosna,2025-04-20,22,535.59
Wiosna,2025-04-20,23,490.68
Wiosna,2025-04-21,0,467.89
Wiosna,2025-04-21,1,433.65
Wiosna,2025-04-21,2,424.11
Wiosna,2025-04-21,3,424.14
Wiosna,2025-04-21,4,431.09
Wiosna,2025-04-21,5,440.76
Wiosna,2025-04-21,6,423.33
Wiosna,2025-04-21,7,393.53
Wiosna,2025-04-21,8,332.91
Wiosna,2025-04-21,9,182.9
Wiosna,2025-04-21,10,49.48
Wiosna,2025-04-21,11,4.97
Wiosna,2025-04-21,12,-69.07
Wiosna,2025-04-21,13,-82.59
Wiosna,2025-04-21,14,-2.38
Wiosna,2025-04-21,15,19.93
Wiosna,2025-04-21,16,196.56
Wiosna,2025-04-21,17,379.71
Wiosna,2025-04-21,18,508.87
Wiosna,2025-04-21,19,556.5
Wiosna,2025-04-21,20,604.84
Wiosna,2025-04-21,21,554.24
Wiosna,2025-04-21,22,519.32
Wiosna,2025-04-21,23,465.45
Wiosna,2025-04-22,0,421.38
Wiosna,2025-04-22,1,401.44
Wiosna,2025-04-22,2,392.45
Wiosna,2025-04-22,3,390.76
Wiosna,2025-04-22,4,394.69
Wiosna,2025-04-22,5,431.95
Wiosna,2025-04-22,6,538.87
Wiosna,2025-04-22,7,650.02
Wiosna,2025-04-22,8,592.42
Wiosna,2025-04-22,9,472.81
Wiosna,2025-04-22,10,404.19
Wiosna,2025-04-22,11,382.44
Wiosna,2025-04-22,12,373.94
Wiosna,2025-04-22,13,319.52
Wiosna,2025-04-22,14,322.17
Wiosna,2025-04-22,15,336.69
Wiosna,2025-04-22,16,394.88
Wiosna,2025-04-22,17,475.46
Wiosna,2025-04-22,18,646.36
Wiosna,2025-04-22,19,939.29
Wiosna,2025-04-22,20,1111.16
Wiosna,2025-04-22,21,730.17
Wiosna,2025-04-22,22,583.95
Wiosna,2025-04-22,23,512.84
Wiosna,2025-04-23,0,482.36
Wiosna,2025-04-23,1,457.03
Wiosna,2025-04-23,2,444.8
Wiosna,2025-04-23,3,442.19
Wiosna,2025-04-23,4,459.7
Wiosna,2025-04-23,5,487.47
Wiosna,2025-04-23,6,624.37
Wiosna,2025-04-23,7,714.83
Wiosna,2025-04-23,8,583.52
Wiosna,2025-04-23,9,439.56
Wiosna,2025-04-23,10,370.48
Wiosna,2025-04-23,11,335.34
Wiosna,2025-04-23,12,317.64
Wiosna,2025-04-23,13,315.21
Wiosna,2025-04-23,14,342.34
Wiosna,2025-04-23,15,388.37
Wiosna,2025-04-23,16,427.91
Wiosna,2025-04-23,17,488.39
Wiosna,2025-04-23,18,599.59
Wiosna,2025-04-23,19,781.59
Wiosna,2025-04-23,20,918.37
Wiosna,2025-04-23,21,581.63
Wiosna,2025-04-23,22,502.11
Wiosna,2025-04-23,23,446.15
Wiosna,2025-04-24,0,435.37
Wiosna,2025-04-24,1,407.47
Wiosna,2025-04-24,2,396.05
Wiosna,2025-04-24,3,396.62
Wiosna,2025-04-24,4,396.01
Wiosna,2025-04-24,5,421.15
Wiosna,2025-04-24,6,497.5
Wiosna,2025-04-24,7,542.52
Wiosna,2025-04-24,8,510.51
Wiosna,2025-04-24,9,435.42
Wiosna,2025-04-24,10,392.04
Wiosna,2025-04-24,11,368.68
Wiosna,2025-04-24,12,335.7
Wiosna,2025-04-24,13,327.89
Wiosna,2025-04-24,14,333.34
Wiosna,2025-04-24,15,359.57
Wiosna,2025-04-24,16,390.18
Wiosna,2025-04-24,17,429.08
Wiosna,2025-04-24,18,491.77
Wiosna,2025-04-24,19,551.87
Wiosna,2025-04-24,20,619.08
Wiosna,2025-04-24,21,499.67
Wiosna,2025-04-24,22,458.96
Wiosna,2025-04-24,23,413.41
Wiosna,2025-04-25,0,404.17
Wiosna,2025-04-25,1,377.7
Wiosna,2025-04-25,2,371.26
Wiosna,2025-04-25,3,373.7
Wiosna,2025-04-25,4,384.29
Wiosna,2025-04-25,5,412.42
Wiosna,2025-04-25,6,465.6
Wiosna,2025-04-25,7,503.71
Wiosna,2025-04-25,8,485.06
Wiosna,2025-04-25,9,427.18
Wiosna,2025-04-25,10,411.39
Wiosna,2025-04-25,11,391.38
Wiosna,2025-04-25,12,344.62
Wiosna,2025-04-25,13,326.57
Wiosna,2025-04-25,14,332.69
Wiosna,2025-04-25,15,341.91
Wiosna,2025-04-25,16,376.85
Wiosna,2025-04-25,17,403.23
Wiosna,2025-04-25,18,448.77
Wiosna,2025-04-25,19,506.12
Wiosna,2025-04-25,20,539.75
Wiosna,2025-04-25,21,474.94
Wiosna,2025-04-25,22,437.62
Wiosna,2025-04-25,23,402.95
Wiosna,2025-04-26,0,440.52
Wiosna,2025-04-26,1,419.65
Wiosna,2025-04-26,2,416.07
Wiosna,2025-04-26,3,408.7
Wiosna,2025-04-26,4,419.13
Wiosna,2025-04-26,5,418.54
Wiosna,2025-04-26,6,402.9
Wiosna,2025-04-26,7,360.16
Wiosna,2025-04-26,8,279.24
Wiosna,2025-04-26,9,115.99
Wiosna,2025-04-26,10,4.79
Wiosna,2025-04-26,11,-39.79
Wiosna,2025-04-26,12,-85.6
Wiosna,2025-04-26,13,-113.88
Wiosna,2025-04-26,14,-80.05
Wiosna,2025-04-26,15,-33.88
Wiosna,2025-04-26,16,-0.12
Wiosna,2025-04-26,17,272.05
Wiosna,2025-04-26,18,444.54
Wiosna,2025-04-26,19,446.13
Wiosna,2025-04-26,20,499.58
Wiosna,2025-04-26,21,425.98
Wiosna,2025-04-26,22,425.62
Wiosna,2025-04-26,23,427.9
Wiosna,2025-04-27,0,452.6
Wiosna,2025-04-27,1,439.65
Wiosna,2025-04-27,2,428.99
Wiosna,2025-04-27,3,432.32
Wiosna,2025-04-27,4,450.99
Wiosna,2025-04-27,5,430.95
Wiosna,2025-04-27,6,377.25
Wiosna,2025-04-27,7,273.6
Wiosna,2025-04-27,8,129.28
Wiosna,2025-04-27,9,-12.17
Wiosna,2025-04-27,10,-67.25
Wiosna,2025-04-27,11,-188.22
Wiosna,2025-04-27,12,-391.72
Wiosna,2025-04-27,13,-458.03
Wiosna,2025-04-27,14,-440.34
Wiosna,2025-04-27,15,-206.41
Wiosna,2025-04-27,16,-10.53
Wiosna,2025-04-27,17,283.72
Wiosna,2025-04-27,18,497.47
Wiosna,2025-04-27,19,510.53
Wiosna,2025-04-27,20,567.06
Wiosna,2025-04-27,21,486.0
Wiosna,2025-04-27,22,447.43
Wiosna,2025-04-27,23,411.69
Wiosna,2025-04-28,0,392.77
Wiosna,2025-04-28,1,375.73
Wiosna,2025-04-28,2,366.13
Wiosna,2025-04-28,3,371.88
Wiosna,2025-04-28,4,390.59
Wiosna,2025-04-28,5,428.43
Wiosna,2025-04-28,6,548.78
Wiosna,2025-04-28,7,528.49
Wiosna,2025-04-28,8,413.05
Wiosna,2025-04-28,9,294.83
Wiosna,2025-04-28,10,58.82
Wiosna,2025-04-28,11,-0.6
Wiosna,2025-04-28,12,-20.08
Wiosna,2025-04-28,13,-25.27
Wiosna,2025-04-28,14,-19.55
Wiosna,2025-04-28,15,-1.73
Wiosna,2025-04-28,16,225.93
Wiosna,2025-04-28,17,337.22
Wiosna,2025-04-28,18,472.5
Wiosna,2025-04-28,19,671.24
Wiosna,2025-04-28,20,858.92
Wiosna,2025-04-28,21,570.35
Wiosna,2025-04-28,22,487.65
Wiosna,2025-04-28,23,426.59
Wiosna,2025-04-29,0,409.45
Wiosna,2025-04-29,1,389.05
Wiosna,2025-04-29,2,373.17
Wiosna,2025-04-29,3,367.55
Wiosna,2025-04-29,4,373.18
Wiosna,2025-04-29,5,402.1
Wiosna,2025-04-29,6,471.41
Wiosna,2025-04-29,7,470.05
Wiosna,2025-04-29,8,372.98
Wiosna,2025-04-29,9,255.85
Wiosna,2025-04-29,10,9.71
Wiosna,2025-04-29,11,-13.87
Wiosna,2025-04-29,12,-28.7
Wiosna,2025-04-29,13,-29.85
Wiosna,2025-04-29,14,-16.03
Wiosna,2025-04-29,15,-0.01
Wiosna,2025-04-29,16,163.74
Wiosna,2025-04-29,17,360.63
Wiosna,2025-04-29,18,443.74
Wiosna,2025-04-29,19,618.45
Wiosna,2025-04-29,20,780.78
Wiosna,2025-04-29,21,558.23
Wiosna,2025-04-29,22,474.25
Wiosna,2025-04-29,23,423.72
Wiosna,2025-04-30,0,413.78
Wiosna,2025-04-30,1,390.42
Wiosna,2025-04-30,2,383.83
Wiosna,2025-04-30,3,384.12
Wiosna,2025-04-30,4,394.53
Wiosna,2025-04-30,5,412.1
Wiosna,2025-04-30,6,478.03
Wiosna,2025-04-30,7,487.64
Wiosna,2025-04-30,8,401.88
Wiosna,2025-04-30,9,296.17
Wiosna,2025-04-30,10,16.94
Wiosna,2025-04-30,11,-1.6
Wiosna,2025-04-30,12,-13.71
Wiosna,2025-04-30,13,-25.58
Wiosna,2025-04-30,14,-19.78
Wiosna,2025-04-30,15,-0.92
Wiosna,2025-04-30,16,102.53
Wiosna,2025-04-30,17,332.72
Wiosna,2025-04-30,18,429.41
Wiosna,2025-04-30,19,553.57
Wiosna,2025-04-30,20,694.19
Wiosna,2025-04-30,21,514.6
Wiosna,2025-04-30,22,448.57
Wiosna,2025-04-30,23,409.85
Lato,2025-07-01,0,493.25
Lato,2025-07-01,1,439.15
Lato,2025-07-01,2,411.02
Lato,2025-07-01,3,405.72
Lato,2025-07-01,4,411.29
Lato,2025-07-01,5,441.28
Lato,2025-07-01,6,513.06
Lato,2025-07-01,7,515.35
Lato,2025-07-01,8,467.0
Lato,2025-07-01,9,318.64
Lato,2025-07-01,10,191.72
Lato,2025-07-01,11,88.27
Lato,2025-07-01,12,84.11
Lato,2025-07-01,13,74.46
Lato,2025-07-01,14,140.82
Lato,2025-07-01,15,281.93
Lato,2025-07-01,16,358.72
Lato,2025-07-01,17,430.85
Lato,2025-07-01,18,608.23
Lato,2025-07-01,19,1080.92
Lato,2025-07-01,20,1660.49
Lato,2025-07-01,21,1450.21
Lato,2025-07-01,22,818.63
Lato,2025-07-01,23,578.79
Lato,2025-07-02,0,508.11
Lato,2025-07-02,1,449.46
Lato,2025-07-02,2,415.92
Lato,2025-07-02,3,412.41
Lato,2025-07-02,4,416.72
Lato,2025-07-02,5,439.67
Lato,2025-07-02,6,513.32
Lato,2025-07-02,7,516.63
Lato,2025-07-02,8,455.93
Lato,2025-07-02,9,358.17
Lato,2025-07-02,10,243.46
Lato,2025-07-02,11,63.94
Lato,2025-07-02,12,21.75
Lato,2025-07-02,13,45.42
Lato,2025-07-02,14,76.66
Lato,2025-07-02,15,258.22
Lato,2025-07-02,16,347.64
Lato,2025-07-02,17,517.04
Lato,2025-07-02,18,741.69
Lato,2025-07-02,19,1390.37
Lato,2025-07-02,20,1724.06
Lato,2025-07-02,21,1035.9
Lato,2025-07-02,22,629.36
Lato,2025-07-02,23,499.26
Lato,2025-07-03,0,462.12
Lato,2025-07-03,1,426.45
Lato,2025-07-03,2,403.94
Lato,2025-07-03,3,398.72
Lato,2025-07-03,4,378.66
Lato,2025-07-03,5,400.73
Lato,2025-07-03,6,448.66
Lato,2025-07-03,7,437.98
Lato,2025-07-03,8,422.86
Lato,2025-07-03,9,342.08
Lato,2025-07-03,10,237.52
Lato,2025-07-03,11,144.61
Lato,2025-07-03,12,79.46
Lato,2025-07-03,13,49.08
Lato,2025-07-03,14,63.04
Lato,2025-07-03,15,155.29
Lato,2025-07-03,16,275.3
Lato,2025-07-03,17,378.05
Lato,2025-07-03,18,612.62
Lato,2025-07-03,19,693.89
Lato,2025-07-03,20,856.93
Lato,2025-07-03,21,730.52
Lato,2025-07-03,22,566.73
Lato,2025-07-03,23,480.76
Lato,2025-07-04,0,461.98
Lato,2025-07-04,1,443.01
Lato,2025-07-04,2,435.99
Lato,2025-07-04,3,428.48
Lato,2025-07-04,4,438.66
Lato,2025-07-04,5,461.4
Lato,2025-07-04,6,539.17
Lato,2025-07-04,7,515.2
Lato,2025-07-04,8,449.52
Lato,2025-07-04,9,433.89
Lato,2025-07-04,10,307.65
Lato,2025-07-04,11,230.31
Lato,2025-07-04,12,127.85
Lato,2025-07-04,13,62.74
Lato,2025-07-04,14,61.99
Lato,2025-07-04,15,130.25
Lato,2025-07-04,16,270.23
Lato,2025-07-04,17,401.47
Lato,2025-07-04,18,506.53
Lato,2025-07-04,19,728.64
Lato,2025-07-04,20,1002.94
Lato,2025-07-04,21,753.54
Lato,2025-07-04,22,581.4
Lato,2025-07-04,23,489.96
Lato,2025-07-05,0,495.18
Lato,2025-07-05,1,466.93
Lato,2025-07-05,2,440.03
Lato,2025-07-05,3,421.75
Lato,2025-07-05,4,406.19
Lato,2025-07-05,5,427.85
