sezon,data,godz,cena_pln_mwh
Lato,2025-07-05,6,433.37
Lato,2025-07-05,7,428.02
Lato,2025-07-05,8,316.35
Lato,2025-07-05,9,79.89
Lato,2025-07-05,10,0.01
Lato,2025-07-05,11,-0.19
Lato,2025-07-05,12,-3.81
Lato,2025-07-05,13,-2.52
Lato,2025-07-05,14,-4.34
Lato,2025-07-05,15,12.03
Lato,2025-07-05,16,282.62
Lato,2025-07-05,17,470.68
Lato,2025-07-05,18,530.58
Lato,2025-07-05,19,600.56
Lato,2025-07-05,20,714.72
Lato,2025-07-05,21,577.7
Lato,2025-07-05,22,490.77
Lato,2025-07-05,23,450.87
Lato,2025-07-06,0,446.37
Lato,2025-07-06,1,416.46
Lato,2025-07-06,2,402.52
Lato,2025-07-06,3,411.78
Lato,2025-07-06,4,391.65
Lato,2025-07-06,5,396.01
Lato,2025-07-06,6,394.11
Lato,2025-07-06,7,417.7
Lato,2025-07-06,8,284.62
Lato,2025-07-06,9,142.34
Lato,2025-07-06,10,66.58
Lato,2025-07-06,11,21.76
Lato,2025-07-06,12,14.72
Lato,2025-07-06,13,13.38
Lato,2025-07-06,14,18.78
Lato,2025-07-06,15,73.4
Lato,2025-07-06,16,242.09
Lato,2025-07-06,17,440.96
Lato,2025-07-06,18,508.43
Lato,2025-07-06,19,606.36
Lato,2025-07-06,20,751.7
Lato,2025-07-06,21,673.84
Lato,2025-07-06,22,549.18
Lato,2025-07-06,23,475.61
Lato,2025-07-07,0,467.58
Lato,2025-07-07,1,426.97
Lato,2025-07-07,2,401.09
Lato,2025-07-07,3,398.29
Lato,2025-07-07,4,411.45
Lato,2025-07-07,5,442.48
Lato,2025-07-07,6,549.49
Lato,2025-07-07,7,594.62
Lato,2025-07-07,8,588.18
Lato,2025-07-07,9,511.17
Lato,2025-07-07,10,444.77
Lato,2025-07-07,11,437.19
Lato,2025-07-07,12,394.27
Lato,2025-07-07,13,383.0
Lato,2025-07-07,14,400.98
Lato,2025-07-07,15,430.59
Lato,2025-07-07,16,462.14
Lato,2025-07-07,17,575.68
Lato,2025-07-07,18,702.38
Lato,2025-07-07,19,1043.1
Lato,2025-07-07,20,1173.88
Lato,2025-07-07,21,829.33
Lato,2025-07-07,22,526.82
Lato,2025-07-07,23,440.04
Lato,2025-07-08,0,466.39
Lato,2025-07-08,1,433.43
Lato,2025-07-08,2,419.47
Lato,2025-07-08,3,419.51
Lato,2025-07-08,4,427.24
Lato,2025-07-08,5,433.77
Lato,2025-07-08,6,516.19
Lato,2025-07-08,7,523.41
Lato,2025-07-08,8,495.53
Lato,2025-07-08,9,433.39
Lato,2025-07-08,10,416.78
Lato,2025-07-08,11,410.09
Lato,2025-07-08,12,413.29
Lato,2025-07-08,13,420.78
Lato,2025-07-08,14,431.97
Lato,2025-07-08,15,438.19
Lato,2025-07-08,16,455.3
Lato,2025-07-08,17,546.04
Lato,2025-07-08,18,601.02
Lato,2025-07-08,19,738.25
Lato,2025-07-08,20,770.58
Lato,2025-07-08,21,601.7
Lato,2025-07-08,22,505.5
Lato,2025-07-08,23,437.49
Lato,2025-07-09,0,428.6
Lato,2025-07-09,1,429.94
Lato,2025-07-09,2,420.86
Lato,2025-07-09,3,417.15
Lato,2025-07-09,4,406.86
Lato,2025-07-09,5,427.8
Lato,2025-07-09,6,492.54
Lato,2025-07-09,7,507.86
Lato,2025-07-09,8,494.5
Lato,2025-07-09,9,446.09
Lato,2025-07-09,10,459.07
Lato,2025-07-09,11,456.21
Lato,2025-07-09,12,443.14
Lato,2025-07-09,13,493.65
Lato,2025-07-09,14,467.61
Lato,2025-07-09,15,502.85
Lato,2025-07-09,16,500.09
Lato,2025-07-09,17,507.29
Lato,2025-07-09,18,556.02
Lato,2025-07-09,19,582.34
Lato,2025-07-09,20,657.39
Lato,2025-07-09,21,616.76
Lato,2025-07-09,22,525.96
Lato,2025-07-09,23,468.29
Lato,2025-07-10,0,438.24
Lato,2025-07-10,1,431.73
Lato,2025-07-10,2,425.95
Lato,2025-07-10,3,417.03
Lato,2025-07-10,4,413.64
Lato,2025-07-10,5,432.19
Lato,2025-07-10,6,493.24
Lato,2025-07-10,7,491.26
Lato,2025-07-10,8,458.75
Lato,2025-07-10,9,399.96
Lato,2025-07-10,10,313.25
Lato,2025-07-10,11,251.77
Lato,2025-07-10,12,192.07
Lato,2025-07-10,13,170.82
Lato,2025-07-10,14,187.95
Lato,2025-07-10,15,233.0
Lato,2025-07-10,16,308.01
Lato,2025-07-10,17,383.56
Lato,2025-07-10,18,501.9
Lato,2025-07-10,19,526.17
Lato,2025-07-10,20,630.65
Lato,2025-07-10,21,616.28
Lato,2025-07-10,22,523.67
Lato,2025-07-10,23,456.78
Lato,2025-07-11,0,436.64
Lato,2025-07-11,1,410.12
Lato,2025-07-11,2,396.27
Lato,2025-07-11,3,390.19
Lato,2025-07-11,4,388.42
Lato,2025-07-11,5,412.12
Lato,2025-07-11,6,468.25
Lato,2025-07-11,7,464.82
Lato,2025-07-11,8,448.79
Lato,2025-07-11,9,424.62
Lato,2025-07-11,10,401.26
Lato,2025-07-11,11,425.85
Lato,2025-07-11,12,463.09
Lato,2025-07-11,13,483.49
Lato,2025-07-11,14,488.75
Lato,2025-07-11,15,487.3
Lato,2025-07-11,16,482.99
Lato,2025-07-11,17,448.57
Lato,2025-07-11,18,482.66
Lato,2025-07-11,19,519.67
Lato,2025-07-11,20,577.15
Lato,2025-07-11,21,555.79
Lato,2025-07-11,22,501.28
Lato,2025-07-11,23,440.68
Lato,2025-07-12,0,456.62
Lato,2025-07-12,1,436.21
Lato,2025-07-12,2,427.52
Lato,2025-07-12,3,436.07
Lato,2025-07-12,4,434.08
Lato,2025-07-12,5,424.38
Lato,2025-07-12,6,462.29
Lato,2025-07-12,7,505.93
Lato,2025-07-12,8,538.79
Lato,2025-07-12,9,495.43
Lato,2025-07-12,10,449.79
Lato,2025-07-12,11,419.22
Lato,2025-07-12,12,409.95
Lato,2025-07-12,13,396.48
Lato,2025-07-12,14,421.25
Lato,2025-07-12,15,429.19
Lato,2025-07-12,16,439.68
Lato,2025-07-12,17,481.74
Lato,2025-07-12,18,510.6
Lato,2025-07-12,19,491.66
Lato,2025-07-12,20,535.82
Lato,2025-07-12,21,534.28
Lato,2025-07-12,22,512.92
Lato,2025-07-12,23,472.1
Lato,2025-07-13,0,470.32
Lato,2025-07-13,1,451.46
Lato,2025-07-13,2,450.62
Lato,2025-07-13,3,443.8
Lato,2025-07-13,4,433.6
Lato,2025-07-13,5,425.92
Lato,2025-07-13,6,402.9
Lato,2025-07-13,7,387.67
Lato,2025-07-13,8,347.3
Lato,2025-07-13,9,206.18
Lato,2025-07-13,10,71.05
Lato,2025-07-13,11,15.22
Lato,2025-07-13,12,5.12
Lato,2025-07-13,13,0.58
Lato,2025-07-13,14,3.63
Lato,2025-07-13,15,32.44
Lato,2025-07-13,16,311.52
Lato,2025-07-13,17,451.05
Lato,2025-07-13,18,523.82
Lato,2025-07-13,19,519.97
Lato,2025-07-13,20,582.87
Lato,2025-07-13,21,589.74
Lato,2025-07-13,22,550.99
Lato,2025-07-13,23,505.04
Lato,2025-07-14,0,476.85
Lato,2025-07-14,1,446.28
Lato,2025-07-14,2,433.74
Lato,2025-07-14,3,420.56
Lato,2025-07-14,4,429.59
Lato,2025-07-14,5,464.58
Lato,2025-07-14,6,530.4
Lato,2025-07-14,7,533.96
Lato,2025-07-14,8,472.94
Lato,2025-07-14,9,408.37
Lato,2025-07-14,10,343.56
Lato,2025-07-14,11,323.41
Lato,2025-07-14,12,290.28
Lato,2025-07-14,13,265.89
Lato,2025-07-14,14,285.69
Lato,2025-07-14,15,354.95
Lato,2025-07-14,16,383.15
Lato,2025-07-14,17,438.59
Lato,2025-07-14,18,601.59
Lato,2025-07-14,19,973.84
Lato,2025-07-14,20,1293.3
Lato,2025-07-14,21,1023.33
Lato,2025-07-14,22,591.68
Lato,2025-07-14,23,492.63
Lato,2025-07-15,0,481.79
Lato,2025-07-15,1,446.38
Lato,2025-07-15,2,412.57
Lato,2025-07-15,3,403.81
Lato,2025-07-15,4,402.6
Lato,2025-07-15,5,425.57
Lato,2025-07-15,6,483.89
Lato,2025-07-15,7,487.76
Lato,2025-07-15,8,445.96
Lato,2025-07-15,9,373.99
Lato,2025-07-15,10,301.88
Lato,2025-07-15,11,257.98
Lato,2025-07-15,12,232.77
Lato,2025-07-15,13,260.49
Lato,2025-07-15,14,250.08
Lato,2025-07-15,15,343.3
Lato,2025-07-15,16,387.01
Lato,2025-07-15,17,446.11
Lato,2025-07-15,18,592.09
Lato,2025-07-15,19,823.97
Lato,2025-07-15,20,917.47
Lato,2025-07-15,21,719.92
Lato,2025-07-15,22,531.11
Lato,2025-07-15,23,470.94
Lato,2025-07-16,0,443.33
Lato,2025-07-16,1,408.05
Lato,2025-07-16,2,405.2
Lato,2025-07-16,3,404.02
Lato,2025-07-16,4,401.66
Lato,2025-07-16,5,409.62
Lato,2025-07-16,6,466.48
Lato,2025-07-16,7,480.97
Lato,2025-07-16,8,470.38
Lato,2025-07-16,9,425.04
Lato,2025-07-16,10,366.06
Lato,2025-07-16,11,332.28
Lato,2025-07-16,12,304.33
Lato,2025-07-16,13,284.72
Lato,2025-07-16,14,279.16
Lato,2025-07-16,15,329.0
Lato,2025-07-16,16,389.1
Lato,2025-07-16,17,447.72
Lato,2025-07-16,18,511.26
Lato,2025-07-16,19,693.29
Lato,2025-07-16,20,825.09
Lato,2025-07-16,21,672.18
Lato,2025-07-16,22,529.83
Lato,2025-07-16,23,475.06
Lato,2025-07-17,0,457.83
Lato,2025-07-17,1,432.23
Lato,2025-07-17,2,406.94
Lato,2025-07-17,3,411.28
Lato,2025-07-17,4,415.16
Lato,2025-07-17,5,430.85
Lato,2025-07-17,6,491.15
Lato,2025-07-17,7,501.91
Lato,2025-07-17,8,470.17
Lato,2025-07-17,9,506.88
Lato,2025-07-17,10,471.59
Lato,2025-07-17,11,459.86
Lato,2025-07-17,12,442.01
Lato,2025-07-17,13,466.3
Lato,2025-07-17,14,479.66
Lato,2025-07-17,15,493.8
Lato,2025-07-17,16,483.68
Lato,2025-07-17,17,475.24
Lato,2025-07-17,18,596.84
Lato,2025-07-17,19,707.24
Lato,2025-07-17,20,772.86
Lato,2025-07-17,21,621.05
Lato,2025-07-17,22,535.71
Lato,2025-07-17,23,481.31
Lato,2025-07-18,0,471.57
Lato,2025-07-18,1,442.61
Lato,2025-07-18,2,432.57
Lato,2025-07-18,3,428.8
Lato,2025-07-18,4,430.65
Lato,2025-07-18,5,455.7
Lato,2025-07-18,6,515.72
Lato,2025-07-18,7,516.7
Lato,2025-07-18,8,477.28
Lato,2025-07-18,9,429.68
Lato,2025-07-18,10,389.93
Lato,2025-07-18,11,364.16
Lato,2025-07-18,12,349.13
Lato,2025-07-18,13,359.55
Lato,2025-07-18,14,379.19
Lato,2025-07-18,15,397.98
Lato,2025-07-18,16,402.93
Lato,2025-07-18,17,429.15
Lato,2025-07-18,18,519.86
Lato,2025-07-18,19,629.57
Lato,2025-07-18,20,727.46
Lato,2025-07-18,21,661.43
Lato,2025-07-18,22,540.66
Lato,2025-07-18,23,486.06
Lato,2025-07-19,0,479.97
Lato,2025-07-19,1,454.48
Lato,2025-07-19,2,435.24
Lato,2025-07-19,3,432.47
Lato,2025-07-19,4,417.02
Lato,2025-07-19,5,414.08
Lato,2025-07-19,6,421.51
Lato,2025-07-19,7,415.31
Lato,2025-07-19,8,388.63
Lato,2025-07-19,9,322.86
Lato,2025-07-19,10,155.01
Lato,2025-07-19,11,191.42
Lato,2025-07-19,12,111.29
Lato,2025-07-19,13,123.55
Lato,2025-07-19,14,161.74
Lato,2025-07-19,15,281.22
Lato,2025-07-19,16,351.37
Lato,2025-07-19,17,413.31
Lato,2025-07-19,18,473.44
Lato,2025-07-19,19,518.06
Lato,2025-07-19,20,569.4
Lato,2025-07-19,21,599.42
Lato,2025-07-19,22,512.55
Lato,2025-07-19,23,476.8
Lato,2025-07-20,0,464.08
Lato,2025-07-20,1,430.92
Lato,2025-07-20,2,427.03
Lato,2025-07-20,3,420.65
Lato,2025-07-20,4,420.17
Lato,2025-07-20,5,414.16
Lato,2025-07-20,6,403.6
Lato,2025-07-20,7,419.71
Lato,2025-07-20,8,341.41
Lato,2025-07-20,9,165.67
Lato,2025-07-20,10,21.26
Lato,2025-07-20,11,2.72
Lato,2025-07-20,12,-2.43
Lato,2025-07-20,13,-4.52
Lato,2025-07-20,14,-0.54
Lato,2025-07-20,15,21.76
Lato,2025-07-20,16,237.19
Lato,2025-07-20,17,398.38
Lato,2025-07-20,18,479.46
Lato,2025-07-20,19,533.22
Lato,2025-07-20,20,620.29
Lato,2025-07-20,21,661.87
Lato,2025-07-20,22,541.89
Lato,2025-07-20,23,480.58
Lato,2025-07-21,0,441.45
Lato,2025-07-21,1,422.76
Lato,2025-07-21,2,402.48
Lato,2025-07-21,3,402.15
Lato,2025-07-21,4,400.76
Lato,2025-07-21,5,421.82
Lato,2025-07-21,6,498.61
Lato,2025-07-21,7,529.66
Lato,2025-07-21,8,496.13
Lato,2025-07-21,9,439.18
Lato,2025-07-21,10,398.31
Lato,2025-07-21,11,379.64
Lato,2025-07-21,12,350.66
Lato,2025-07-21,13,345.95
Lato,2025-07-21,14,359.05
Lato,2025-07-21,15,375.0
Lato,2025-07-21,16,403.15
Lato,2025-07-21,17,450.25
Lato,2025-07-21,18,585.34
Lato,2025-07-21,19,696.86
Lato,2025-07-21,20,735.17
Lato,2025-07-21,21,584.09
Lato,2025-07-21,22,486.85
Lato,2025-07-21,23,428.16
Lato,2025-07-22,0,429.99
Lato,2025-07-22,1,419.36
Lato,2025-07-22,2,418.23
Lato,2025-07-22,3,416.34
Lato,2025-07-22,4,413.48
Lato,2025-07-22,5,416.56
Lato,2025-07-22,6,465.95
Lato,2025-07-22,7,461.74
Lato,2025-07-22,8,428.95
Lato,2025-07-22,9,392.05
Lato,2025-07-22,10,325.26
Lato,2025-07-22,11,266.65
Lato,2025-07-22,12,140.48
Lato,2025-07-22,13,51.88
Lato,2025-07-22,14,63.72
Lato,2025-07-22,15,131.64
Lato,2025-07-22,16,305.21
Lato,2025-07-22,17,398.9
Lato,2025-07-22,18,473.67
Lato,2025-07-22,19,560.93
Lato,2025-07-22,20,662.0
Lato,2025-07-22,21,571.53
Lato,2025-07-22,22,475.83
Lato,2025-07-22,23,428.92
Lato,2025-07-23,0,415.59
Lato,2025-07-23,1,410.28
Lato,2025-07-23,2,405.83
Lato,2025-07-23,3,404.05
Lato,2025-07-23,4,404.82
Lato,2025-07-23,5,405.86
Lato,2025-07-23,6,438.12
Lato,2025-07-23,7,432.64
Lato,2025-07-23,8,406.42
Lato,2025-07-23,9,348.86
Lato,2025-07-23,10,263.87
Lato,2025-07-23,11,194.77
Lato,2025-07-23,12,146.78
Lato,2025-07-23,13,153.49
Lato,2025-07-23,14,203.88
Lato,2025-07-23,15,312.08
Lato,2025-07-23,16,370.0
Lato,2025-07-23,17,426.62
Lato,2025-07-23,18,502.84
Lato,2025-07-23,19,738.43
Lato,2025-07-23,20,769.02
Lato,2025-07-23,21,633.02
Lato,2025-07-23,22,496.22
Lato,2025-07-23,23,449.31
Lato,2025-07-24,0,432.75
Lato,2025-07-24,1,414.1
Lato,2025-07-24,2,401.82
Lato,2025-07-24,3,397.85
Lato,2025-07-24,4,405.99
Lato,2025-07-24,5,421.25
Lato,2025-07-24,6,480.94
Lato,2025-07-24,7,495.49
Lato,2025-07-24,8,461.75
Lato,2025-07-24,9,413.07
Lato,2025-07-24,10,380.71
Lato,2025-07-24,11,355.34
Lato,2025-07-24,12,335.19
Lato,2025-07-24,13,308.02
Lato,2025-07-24,14,323.73
Lato,2025-07-24,15,339.05
Lato,2025-07-24,16,385.44
Lato,2025-07-24,17,478.6
Lato,2025-07-24,18,574.04
Lato,2025-07-24,19,823.14
Lato,2025-07-24,20,931.59
Lato,2025-07-24,21,702.59
Lato,2025-07-24,22,556.31
Lato,2025-07-24,23,481.89
Lato,2025-07-25,0,474.08
Lato,2025-07-25,1,446.52
Lato,2025-07-25,2,429.52
Lato,2025-07-25,3,421.8
Lato,2025-07-25,4,428.54
Lato,2025-07-25,5,441.15
Lato,2025-07-25,6,488.01
Lato,2025-07-25,7,494.64
Lato,2025-07-25,8,483.46
Lato,2025-07-25,9,479.01
Lato,2025-07-25,10,429.56
Lato,2025-07-25,11,396.99
Lato,2025-07-25,12,386.27
Lato,2025-07-25,13,379.7
Lato,2025-07-25,14,386.68
Lato,2025-07-25,15,399.69
Lato,2025-07-25,16,421.77
Lato,2025-07-25,17,460.47
Lato,2025-07-25,18,634.38
Lato,2025-07-25,19,841.85
Lato,2025-07-25,20,950.96
Lato,2025-07-25,21,724.64
Lato,2025-07-25,22,569.41
Lato,2025-07-25,23,484.18
Lato,2025-07-26,0,510.1
Lato,2025-07-26,1,478.2
Lato,2025-07-26,2,455.6
Lato,2025-07-26,3,462.88
Lato,2025-07-26,4,449.69
Lato,2025-07-26,5,456.22
Lato,2025-07-26,6,468.22
Lato,2025-07-26,7,473.82
Lato,2025-07-26,8,435.56
Lato,2025-07-26,9,363.18
Lato,2025-07-26,10,319.34
Lato,2025-07-26,11,254.58
Lato,2025-07-26,12,222.7
Lato,2025-07-26,13,175.95
Lato,2025-07-26,14,197.98
Lato,2025-07-26,15,275.66
Lato,2025-07-26,16,403.7
Lato,2025-07-26,17,500.53
Lato,2025-07-26,18,577.49
Lato,2025-07-26,19,578.09
Lato,2025-07-26,20,662.13
Lato,2025-07-26,21,631.94
Lato,2025-07-26,22,538.41
Lato,2025-07-26,23,493.16
Lato,2025-07-27,0,453.25
Lato,2025-07-27,1,428.78
Lato,2025-07-27,2,411.85
Lato,2025-07-27,3,399.4
Lato,2025-07-27,4,398.74
Lato,2025-07-27,5,400.11
Lato,2025-07-27,6,395.58
Lato,2025-07-27,7,399.41
Lato,2025-07-27,8,437.35
Lato,2025-07-27,9,416.06
Lato,2025-07-27,10,406.93
Lato,2025-07-27,11,396.7
Lato,2025-07-27,12,393.2
Lato,2025-07-27,13,394.92
Lato,2025-07-27,14,408.34
Lato,2025-07-27,15,409.26
Lato,2025-07-27,16,458.52
Lato,2025-07-27,17,486.9
Lato,2025-07-27,18,472.33
Lato,2025-07-27,19,492.8
Lato,2025-07-27,20,602.81
Lato,2025-07-27,21,577.52
Lato,2025-07-27,22,514.28
Lato,2025-07-27,23,450.65
Lato,2025-07-28,0,416.3
Lato,2025-07-28,1,386.96
Lato,2025-07-28,2,392.92
Lato,2025-07-28,3,390.2
Lato,2025-07-28,4,395.21
Lato,2025-07-28,5,390.24
Lato,2025-07-28,6,469.63
Lato,2025-07-28,7,503.01
Lato,2025-07-28,8,491.39
Lato,2025-07-28,9,523.93
Lato,2025-07-28,10,470.98
Lato,2025-07-28,11,465.17
Lato,2025-07-28,12,440.41
Lato,2025-07-28,13,416.41
Lato,2025-07-28,14,407.06
Lato,2025-07-28,15,407.25
Lato,2025-07-28,16,407.44
Lato,2025-07-28,17,418.22
Lato,2025-07-28,18,470.08
Lato,2025-07-28,19,496.92
Lato,2025-07-28,20,556.78
Lato,2025-07-28,21,501.23
Lato,2025-07-28,22,458.9
Lato,2025-07-28,23,402.48
Lato,2025-07-29,0,379.12
Lato,2025-07-29,1,356.73
Lato,2025-07-29,2,348.87
Lato,2025-07-29,3,351.71
Lato,2025-07-29,4,357.0
Lato,2025-07-29,5,376.73
Lato,2025-07-29,6,433.3
Lato,2025-07-29,7,444.99
Lato,2025-07-29,8,418.32
Lato,2025-07-29,9,357.44
Lato,2025-07-29,10,295.68
Lato,2025-07-29,11,234.8
Lato,2025-07-29,12,162.51
Lato,2025-07-29,13,96.59
Lato,2025-07-29,14,100.09
Lato,2025-07-29,15,176.7
Lato,2025-07-29,16,331.65
Lato,2025-07-29,17,427.12
Lato,2025-07-29,18,504.34
Lato,2025-07-29,19,652.75
Lato,2025-07-29,20,826.51
Lato,2025-07-29,21,619.71
Lato,2025-07-29,22,514.15
Lato,2025-07-29,23,452.71
Lato,2025-07-30,0,417.98
Lato,2025-07-30,1,402.09
Lato,2025-07-30,2,399.2
Lato,2025-07-30,3,402.01
Lato,2025-07-30,4,401.77
Lato,2025-07-30,5,413.96
Lato,2025-07-30,6,450.98
Lato,2025-07-30,7,442.55
Lato,2025-07-30,8,419.47
Lato,2025-07-30,9,349.39
Lato,2025-07-30,10,282.12
Lato,2025-07-30,11,222.14
Lato,2025-07-30,12,158.42
Lato,2025-07-30,13,162.27
Lato,2025-07-30,14,207.46
Lato,2025-07-30,15,243.49
Lato,2025-07-30,16,329.7
Lato,2025-07-30,17,389.63
Lato,2025-07-30,18,513.6
Lato,2025-07-30,19,670.32
Lato,2025-07-30,20,835.99
Lato,2025-07-30,21,665.79
Lato,2025-07-30,22,509.37
Lato,2025-07-30,23,447.76
Jesien,2025-10-01,0,418.86
Jesien,2025-10-01,1,430.58
Jesien,2025-10-01,2,429.82
Jesien,2025-10-01,3,420.63
Jesien,2025-10-01,4,420.2
Jesien,2025-10-01,5,440.04
Jesien,2025-10-01,6,621.38
Jesien,2025-10-01,7,860.9
Jesien,2025-10-01,8,700.08
Jesien,2025-10-01,9,482.42
Jesien,2025-10-01,10,405.65
Jesien,2025-10-01,11,373.05
Jesien,2025-10-01,12,368.9
Jesien,2025-10-01,13,389.83
Jesien,2025-10-01,14,400.56
Jesien,2025-10-01,15,429.49
Jesien,2025-10-01,16,475.28
Jesien,2025-10-01,17,709.8
Jesien,2025-10-01,18,1161.73
Jesien,2025-10-01,19,1718.61
Jesien,2025-10-01,20,785.7
Jesien,2025-10-01,21,520.38
Jesien,2025-10-01,22,456.04
Jesien,2025-10-01,23,423.13
Jesien,2025-10-02,0,403.53
Jesien,2025-10-02,1,403.07
Jesien,2025-10-02,2,399.86
Jesien,2025-10-02,3,398.79
Jesien,2025-10-02,4,403.26
Jesien,2025-10-02,5,425.79
Jesien,2025-10-02,6,576.98
Jesien,2025-10-02,7,762.84
Jesien,2025-10-02,8,571.58
Jesien,2025-10-02,9,425.98
Jesien,2025-10-02,10,370.85
Jesien,2025-10-02,11,313.87
Jesien,2025-10-02,12,270.49
Jesien,2025-10-02,13,321.4
Jesien,2025-10-02,14,375.97
Jesien,2025-10-02,15,418.12
Jesien,2025-10-02,16,436.42
Jesien,2025-10-02,17,647.09
Jesien,2025-10-02,18,913.06
Jesien,2025-10-02,19,1114.34
Jesien,2025-10-02,20,671.71
Jesien,2025-10-02,21,492.34
Jesien,2025-10-02,22,459.75
Jesien,2025-10-02,23,415.31
Jesien,2025-10-03,0,414.61
Jesien,2025-10-03,1,428.19
Jesien,2025-10-03,2,422.47
Jesien,2025-10-03,3,418.06
Jesien,2025-10-03,4,425.88
Jesien,2025-10-03,5,447.82
Jesien,2025-10-03,6,659.12
Jesien,2025-10-03,7,776.66
Jesien,2025-10-03,8,522.37
Jesien,2025-10-03,9,401.32
Jesien,2025-10-03,10,331.68
Jesien,2025-10-03,11,268.91
Jesien,2025-10-03,12,291.87
Jesien,2025-10-03,13,360.16
Jesien,2025-10-03,14,387.2
Jesien,2025-10-03,15,432.71
Jesien,2025-10-03,16,450.19
Jesien,2025-10-03,17,638.48
Jesien,2025-10-03,18,821.72
Jesien,2025-10-03,19,891.72
Jesien,2025-10-03,20,602.13
Jesien,2025-10-03,21,459.43
Jesien,2025-10-03,22,432.71
Jesien,2025-10-03,23,388.33
Jesien,2025-10-04,0,427.39
Jesien,2025-10-04,1,396.5
Jesien,2025-10-04,2,387.34
Jesien,2025-10-04,3,389.91
Jesien,2025-10-04,4,398.61
Jesien,2025-10-04,5,388.58
Jesien,2025-10-04,6,380.82
Jesien,2025-10-04,7,378.88
Jesien,2025-10-04,8,248.64
Jesien,2025-10-04,9,17.54
Jesien,2025-10-04,10,6.58
Jesien,2025-10-04,11,-1.6
Jesien,2025-10-04,12,-9.1
Jesien,2025-10-04,13,-0.22
Jesien,2025-10-04,14,11.82
Jesien,2025-10-04,15,23.01
Jesien,2025-10-04,16,207.27
Jesien,2025-10-04,17,369.14
Jesien,2025-10-04,18,375.18
Jesien,2025-10-04,19,412.42
Jesien,2025-10-04,20,357.59
Jesien,2025-10-04,21,320.64
Jesien,2025-10-04,22,214.06
Jesien,2025-10-04,23,15.23
Jesien,2025-10-05,0,8.5
Jesien,2025-10-05,1,2.35
Jesien,2025-10-05,2,-0.1
Jesien,2025-10-05,3,-0.13
Jesien,2025-10-05,4,-0.15
Jesien,2025-10-05,5,-0.59
Jesien,2025-10-05,6,-0.17
Jesien,2025-10-05,7,1.27
Jesien,2025-10-05,8,0.0
Jesien,2025-10-05,9,6.64
Jesien,2025-10-05,10,5.85
Jesien,2025-10-05,11,4.27
Jesien,2025-10-05,12,5.91
Jesien,2025-10-05,13,4.29
Jesien,2025-10-05,14,3.63
Jesien,2025-10-05,15,6.02
Jesien,2025-10-05,16,230.94
Jesien,2025-10-05,17,405.44
Jesien,2025-10-05,18,405.62
Jesien,2025-10-05,19,434.07
Jesien,2025-10-05,20,372.38
Jesien,2025-10-05,21,381.23
Jesien,2025-10-05,22,307.84
Jesien,2025-10-05,23,157.86
Jesien,2025-10-06,0,95.97
Jesien,2025-10-06,1,165.53
Jesien,2025-10-06,2,120.84
Jesien,2025-10-06,3,125.09
Jesien,2025-10-06,4,151.49
Jesien,2025-10-06,5,242.18
Jesien,2025-10-06,6,371.8
Jesien,2025-10-06,7,437.37
Jesien,2025-10-06,8,458.27
Jesien,2025-10-06,9,444.0
Jesien,2025-10-06,10,391.49
Jesien,2025-10-06,11,364.03
Jesien,2025-10-06,12,349.28
Jesien,2025-10-06,13,358.99
Jesien,2025-10-06,14,384.27
Jesien,2025-10-06,15,410.38
Jesien,2025-10-06,16,463.39
Jesien,2025-10-06,17,564.45
Jesien,2025-10-06,18,603.63
Jesien,2025-10-06,19,773.88
Jesien,2025-10-06,20,554.14
Jesien,2025-10-06,21,455.72
Jesien,2025-10-06,22,473.63
Jesien,2025-10-06,23,427.34
Jesien,2025-10-07,0,427.15
Jesien,2025-10-07,1,427.29
Jesien,2025-10-07,2,427.01
Jesien,2025-10-07,3,431.06
Jesien,2025-10-07,4,448.18
Jesien,2025-10-07,5,436.34
Jesien,2025-10-07,6,589.66
Jesien,2025-10-07,7,934.29
Jesien,2025-10-07,8,1063.25
Jesien,2025-10-07,9,759.68
Jesien,2025-10-07,10,551.48
Jesien,2025-10-07,11,480.51
Jesien,2025-10-07,12,447.43
Jesien,2025-10-07,13,436.56
Jesien,2025-10-07,14,440.57
Jesien,2025-10-07,15,468.62
Jesien,2025-10-07,16,535.52
Jesien,2025-10-07,17,699.66
Jesien,2025-10-07,18,940.33
Jesien,2025-10-07,19,1166.47
Jesien,2025-10-07,20,660.58
Jesien,2025-10-07,21,535.34
Jesien,2025-10-07,22,470.63
Jesien,2025-10-07,23,438.13
Jesien,2025-10-08,0,460.31
Jesien,2025-10-08,1,462.19
Jesien,2025-10-08,2,452.17
Jesien,2025-10-08,3,450.91
Jesien,2025-10-08,4,450.68
Jesien,2025-10-08,5,451.28
Jesien,2025-10-08,6,517.25
Jesien,2025-10-08,7,703.23
Jesien,2025-10-08,8,720.15
Jesien,2025-10-08,9,549.68
Jesien,2025-10-08,10,477.36
Jesien,2025-10-08,11,450.95
Jesien,2025-10-08,12,437.88
Jesien,2025-10-08,13,450.26
Jesien,2025-10-08,14,454.56
Jesien,2025-10-08,15,460.37
Jesien,2025-10-08,16,512.74
Jesien,2025-10-08,17,655.46
Jesien,2025-10-08,18,852.43
Jesien,2025-10-08,19,983.71
Jesien,2025-10-08,20,654.1
Jesien,2025-10-08,21,493.92
Jesien,2025-10-08,22,492.87
